Date,Open,High,Low,Close,Adj Close,Volume
2022-09-09,0.000012,0.000014,0.000012,0.000013,0.000013,906904715
2022-09-10,0.000013,0.000013,0.000013,0.000013,0.000013,650509216
2022-09-11,0.000013,0.000013,0.000013,0.000013,0.000013,539982450
2022-09-12,0.000013,0.000013,0.000013,0.000013,0.000013,502161292
2022-09-13,0.000013,0.000013,0.000012,0.000012,0.000012,455179755
2022-09-14,0.000012,0.000012,0.000012,0.000012,0.000012,323663527
2022-09-15,0.000012,0.000012,0.000012,0.000012,0.000012,321682028
2022-09-16,0.000012,0.000012,0.000011,0.000012,0.000012,240124971
2022-09-17,0.000012,0.000012,0.000012,0.000012,0.000012,191744549
2022-09-18,0.000012,0.000012,0.000010,0.000011,0.000011,277027590
2022-09-19,0.000011,0.000011,0.000011,0.000011,0.000011,346595419
2022-09-20,0.000011,0.000011,0.000011,0.000011,0.000011,233231568
2022-09-21,0.000011,0.000011,0.000010,0.000010,0.000010,345248633
2022-09-22,0.000010,0.000011,0.000010,0.000011,0.000011,216459758
2022-09-23,0.000011,0.000011,0.000011,0.000011,0.000011,242314688
